matchId,timestamp,winner
1622047063,1,False
1622047063,2,False
1622047063,3,False
1622047063,4,False
1622047063,5,False
1622047063,6,False
1622047063,7,False
1622047063,8,False
1622047063,9,False
1622047063,10,False
1622047063,11,False
1622047063,12,False
1622047063,13,False
1622047063,14,False
1622047063,15,False
1622047063,16,False
1622047063,17,False
1622047063,18,False
1622047063,19,False
1622047063,20,False
1622047063,21,False
1622047063,22,False
1622047063,23,False
1622047063,24,False
1622047063,25,False
1622047063,26,False
1622047063,27,False
1622047063,28,False
1622047063,29,False
1622047063,30,False
1622047063,31,False
1622047063,32,False
1622576024,1,False
1622576024,2,False
1622576024,3,False
1622576024,4,False
1622576024,5,False
1622576024,6,False
1622576024,7,False
1622576024,8,False
1622576024,9,False
1622576024,10,False
1622576024,11,False
1622576024,12,False
1622576024,13,False
1622576024,14,False
1622576024,15,False
1622576024,16,False
1622576024,17,False
1622576024,18,False
1622576024,19,False
1622576024,20,False
1622576024,21,False
1622576024,22,False
1622576024,23,False
1622576024,24,False
1622576024,25,False
1622576024,26,False
1622576024,27,False
1622576024,28,False
1622576024,29,False
1622576024,30,False
1622576024,31,False
1622576024,32,False
1622576024,33,False
1622576024,34,False
1622576024,35,False
1700435409,1,False
1700435409,2,False
1700435409,3,False
1700435409,4,False
1700435409,5,False
1700435409,6,False
1700435409,7,False
1700435409,8,False
1700435409,9,False
1700435409,10,False
1700435409,11,False
1700435409,12,False
1700435409,13,False
1700435409,14,False
1700435409,15,False
1700435409,16,False
1700435409,17,False
1700435409,18,False
1700435409,19,False
1700435409,20,False
1700435409,21,False
1704392559,1,True
1704392559,2,True
1704392559,3,True
1704392559,4,True
1704392559,5,True
1704392559,6,True
1704392559,7,True
1704392559,8,True
1704392559,9,True
1704392559,10,True
1704392559,11,True
1704392559,12,True
1704392559,13,True
1704392559,14,True
1704392559,15,True
1704392559,16,True
1704392559,17,True
1704392559,18,True
1704392559,19,True
1704392559,20,True
1704392559,21,True
1704392559,22,True
1704392559,23,True
1704392559,24,True
1704392559,25,True
1704392559,26,True
1704392559,27,True
1704392559,28,True
1704392559,29,True
1704392559,30,True
1704392559,31,True
1704392559,32,True
1704392559,33,True
1704392559,34,True
1704392559,35,True
1704392559,36,True
1704392559,37,True
1704392559,38,True
1704392559,39,True
1704392559,40,True
1704392559,41,True
1704392559,42,True
1704392559,43,True
1704392559,44,True
1704392559,45,True
1704392559,46,True
1704392559,47,True
1704392559,48,True
1704392559,49,True
1704392559,50,True
1704709907,1,True
1704709907,2,True
1704709907,3,True
1704709907,4,True
1704709907,5,True
1704709907,6,True
1704709907,7,True
1704709907,8,True
1704709907,9,True
1704709907,10,True
1704709907,11,True
1704709907,12,True
1704709907,13,True
1704709907,14,True
1704709907,15,True
1704709907,16,True
1704709907,17,True
1704709907,18,True
1704709907,19,True
1704709907,20,True
1704709907,21,True
1704709907,22,True
1704709907,23,True
1704709907,24,True
1704709907,25,True
1704709907,26,True
1704709907,27,True
1704709907,28,True
1704709907,29,True
1704709907,30,True
1706041133,1,True
1706041133,2,True
1706041133,3,True
1706041133,4,True
1706041133,5,True
1706041133,6,True
1706041133,7,True
1706041133,8,True
1706041133,9,True
1706041133,10,True
1706041133,11,True
1706041133,12,True
1706041133,13,True
1706041133,14,True
1706041133,15,True
1706041133,16,True
1706041133,17,True
1706041133,18,True
1706041133,19,True
1706041133,20,True
1706041133,21,True
1706041133,22,True
1706041133,23,True
1706041133,24,True
1706041133,25,True
1706041133,26,True
1706041133,27,True
1706041133,28,True
1706041133,29,True
1706041133,30,True
1706041133,31,True
1706041133,32,True
1706041133,33,True
1706041133,34,True
1706041133,35,True
1706041133,36,True
1706041133,37,True
1706041133,38,True
1706041133,39,True
1706041133,40,True
1706041133,41,True
1706041133,42,True
1706041133,43,True
1707669093,1,True
1707669093,2,True
1707669093,3,True
1707669093,4,True
1707669093,5,True
1707669093,6,True
1707669093,7,True
1707669093,8,True
1707669093,9,True
1707669093,10,True
1707669093,11,True
1707669093,12,True
1707669093,13,True
1707669093,14,True
1707669093,15,True
1707669093,16,True
1707669093,17,True
1707669093,18,True
1707669093,19,True
1707669093,20,True
1707669093,21,True
1707669093,22,True
1712727539,1,True
1712727539,2,True
1712727539,3,True
1712727539,4,True
1712727539,5,True
1712727539,6,True
1712727539,7,True
1712727539,8,True
1712727539,9,True
1712727539,10,True
1712727539,11,True
1712727539,12,True
1712727539,13,True
1712727539,14,True
1712727539,15,True
1712727539,16,True
1712727539,17,True
1712727539,18,True
1712727539,19,True
1712727539,20,True
1712727539,21,True
1712727539,22,True
1712727539,23,True
1712727539,24,True
1712727539,25,True
1712727539,26,True
1712727539,27,True
1712727539,28,True
1712727539,29,True
1712727539,30,True
1712727539,31,True
1712727539,32,True
1712727539,33,True
1712727539,34,True
1712727539,35,True
1712727539,36,True
1712727539,37,True
1712727539,38,True
1712727539,39,True
1712772205,1,False
1712772205,2,False
1712772205,3,False
1712772205,4,False
1712772205,5,False
1712772205,6,False
1712772205,7,False
1712772205,8,False
1712772205,9,False
1712772205,10,False
1712772205,11,False
1712772205,12,False
1712772205,13,False
1712772205,14,False
1712772205,15,False
1712772205,16,False
1712772205,17,False
1712772205,18,False
1712772205,19,False
1712772205,20,False
1712772205,21,False
1712772205,22,False
1712772205,23,False
1712772205,24,False
1712772205,25,False
1712772205,26,False
1712772205,27,False
1712772205,28,False
1712772205,29,False
1712772205,30,False
1712772205,31,False
1712772205,32,False
1712772205,33,False
1712772205,34,False
1712800768,1,False
1712800768,2,False
1712800768,3,False
1712800768,4,False
1712800768,5,False
1712800768,6,False
1712800768,7,False
1712800768,8,False
1712800768,9,False
1712800768,10,False
1712800768,11,False
1712800768,12,False
